#Cores;Measured Speedup;Predicted Speedup;Measured Energy Savings;Predicted Energy Savings;Measured Time;Predicted Time;Measured Energy;Predicted Energy
1;1.00;1.00;0.000;0.000;33.8;15.7;156.8;77.0
2;1.21;1.27;0.114;0.103;28.1;12.4;138.9;69.1
3;1.31;1.13;0.175;0.080;25.9;13.8;129.3;70.8
4;1.36;1.24;0.196;0.128;24.9;12.7;126.1;67.1
5;1.26;1.31;0.173;0.157;26.8;12.0;129.6;64.9
6;1.33;1.37;0.196;0.176;25.4;11.5;126.0;63.4
