#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.04GHz;436.28;0.78;2808.0;6.41425287356;
1;2;2.04GHz;218.17;0.46;1656.0;7.7069124424;
1;3;2.04GHz;152.82;0.35;1260.0;8.44503311258;
1;4;2.04GHz;118.23;0.3;1080.0;9.08632478632;
1;5;2.04GHz;92.56;0.25;900.0;9.87582417582;
1;6;2.04GHz;76.96;0.22;792.0;10.6776315789;
