#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.04GHz;164.16;0.3;1080.0;6.55802469136;
1;2;2.04GHz;90.25;0.19;684.0;7.57640449438;
1;3;2.04GHz;75.35;0.17;612.0;7.91891891892;
1;4;2.04GHz;59.97;0.14;504.0;8.63559322034;
1;5;2.04GHz;52.9;0.12;432.0;9.00784313725;
1;6;2.04GHz;45.99;0.12;432.0;9.46888888889;
