#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;4.00GHz;157.88;2.1;7560.0;49.1522580645;
1;2;4.00GHz;79.07;1.3;4680.0;60.3428571429;
1;3;4.00GHz;52.86;1.0;3600.0;74.0294117647;
1;4;4.00GHz;40.63;0.9;3240.0;85.0763157895;
1;5;4.00GHz;38.23;0.8;2880.0;83.6138888889;
1;6;4.00GHz;32.11;0.7;2520.0;87.3733333333;
1;7;4.00GHz;28.24;0.6;2160.0;87.3461538462;
1;8;4.00GHz;24.98;0.6;2160.0;88.5695652174;
