#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;4.00GHz;69.5;0.9;3240.0;48.7227272727;
1;2;4.00GHz;44.51;0.7;2520.0;57.4452380952;
1;3;4.00GHz;31.39;0.5;1800.0;67.8689655172;
1;4;4.00GHz;26.4;0.5;1800.0;73.4208333333;
1;5;4.00GHz;24.54;0.5;1800.0;74.2545454545;
1;6;4.00GHz;22.35;0.5;1800.0;74.805;
1;7;4.00GHz;20.49;0.4;1440.0;77.6444444444;
1;8;4.00GHz;19.04;0.3;1080.0;77.2941176471;
