#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;4.00GHz;94.05;1.4;5040.0;53.8065217391;
1;2;4.00GHz;47.12;0.8;2880.0;63.4377777778;
1;3;4.00GHz;31.71;0.6;2160.0;79.275862069;
1;4;4.00GHz;24.28;0.6;2160.0;90.5136363636;
1;5;4.00GHz;23.3;0.6;2160.0;96.980952381;
1;6;4.00GHz;22.0;0.6;2160.0;98.42;
1;7;4.00GHz;21.16;0.6;2160.0;100.005263158;
1;8;4.00GHz;20.34;0.6;2160.0;101.85;
