#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;4.00GHz;15.5;0.0999999999999;360.0;56.54;
1;2;4.00GHz;12.97;0.2;720.0;57.0909090909;
1;3;4.00GHz;12.18;0.0999999999999;360.0;57.11;
1;4;4.00GHz;11.59;0.2;720.0;61.6777777778;
1;5;4.00GHz;11.86;0.2;720.0;61.94;
1;6;4.00GHz;11.6;0.2;720.0;61.7555555556;
1;7;4.00GHz;11.63;0.1;360.0;62.2777777778;
1;8;4.00GHz;11.65;0.2;720.0;60.2;
