#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;4.00GHz;28.55;0.4;1440.0;55.588;
1;2;4.00GHz;17.9;0.3;1080.0;65.0;
1;3;4.00GHz;15.81;0.2;720.0;72.4571428571;
1;4;4.00GHz;14.72;0.3;1080.0;76.5583333333;
1;5;4.00GHz;15.14;0.3;1080.0;77.9692307692;
1;6;4.00GHz;14.53;0.2;720.0;79.4666666667;
1;7;4.00GHz;14.62;0.3;1080.0;76.8333333333;
1;8;4.00GHz;14.55;0.3;1080.0;74.275;
