#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;4.00GHz;8.56;0.1;360.0;53.3666666667;
1;2;4.00GHz;6.23;0.1;360.0;58.625;
1;3;4.00GHz;5.32;0.1;360.0;61.0;
1;4;4.00GHz;4.94;0.1;360.0;61.6;
1;5;4.00GHz;5.11;0.0;0.0;62.6;
1;6;4.00GHz;4.86;0.1;360.0;64.4;
1;7;4.00GHz;4.74;0.0;0.0;56.5666666667;
1;8;4.00GHz;4.72;0.1;360.0;61.3;
