#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;4.00GHz;693.31;9.5;34200.0;49.9748191027;
1;2;4.00GHz;368.68;6.4;23040.0;63.3308743169;
1;3;4.00GHz;266.54;5.5;19800.0;75.3125;
1;4;4.00GHz;214.55;4.9;17640.0;83.3141509434;
1;5;4.00GHz;247.77;5.2;18720.0;77.0394308943;
1;6;4.00GHz;221.82;5.0;18000.0;82.5633027523;
1;7;4.00GHz;213.71;4.9;17640.0;84.2611374408;
1;8;4.00GHz;195.86;4.7;16920.0;87.5757731959;
