#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.04GHz;209.89;0.0036;12.96;5.42727272727;
1;2;2.04GHz;105.21;0.0021;7.56;6.69519230769;
1;3;2.04GHz;72.62;0.0015;5.4;7.32816901408;
1;4;2.04GHz;54.65;0.0012;4.32;7.94444444444;
