#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.04GHz;60.87;0.0011;3.96;6.44666666667;
1;2;2.04GHz;34.24;0.0006;2.16;7.16666666667;
1;3;2.04GHz;24.13;0.0005;1.8;7.85;
1;4;2.04GHz;20.39;0.0005;1.8;8.30555555556;
