#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.04GHz;33.84;0.05;180.0;4.65625;
1;2;2.04GHz;28.02;0.04;144.0;4.83846153846;
1;3;2.04GHz;25.93;0.03;108.0;4.975;
1;4;2.04GHz;24.88;0.03;108.0;4.96956521739;
