#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.04GHz;461.12;0.0077;27.72;5.40413043478;
1;2;2.04GHz;240.33;0.0047;16.92;6.71213389121;
1;3;2.04GHz;154.18;0.0033;11.88;7.43267973856;
1;4;2.04GHz;115.19;0.0026;9.36;8.19912280702;
