#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.04GHz;2171.08;0.0447;160.92;7.05689418232;
1;2;2.04GHz;1281.89;0.0297;106.92;8.32810559006;
1;3;2.04GHz;1031.03;0.0259;93.24;9.23178743961;
1;4;2.04GHz;929.23;0.0248;89.28;10.0093347639;
