#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;1.20GHz;1177.91;0.9;3240.0;2.67865646258;
1;2;1.20GHz;591.62;0.6;2160.0;3.38542372881;
1;3;1.20GHz;524.28;0.5;1800.0;3.56328871893;
1;4;1.20GHz;509.76;0.5;1800.0;3.61515748031;
