#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;1.20GHz;3076.51;2.4;8640.0;2.83691056911;
1;2;1.20GHz;1651.1;1.6;5760.0;3.46606060606;
1;3;1.20GHz;1483.15;1.5;5400.0;3.6093855503;
1;4;1.20GHz;1406.72;1.5;5400.0;3.68035587189;
