#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.00GHz;264.91;0.007;25.2;10.8851711027;
1;2;2.00GHz;141.48;0.005;18.0;14.3271428571;
1;3;2.00GHz;109.97;0.004;14.4;14.2330275229;
1;4;2.00GHz;90.27;0.003;10.8;15.1556818182;
1;5;2.00GHz;182.22;0.009;32.4;19.0227777778;
1;6;2.00GHz;157.39;0.007;25.2;16.4490322581;
1;7;2.00GHz;136.09;0.005;18.0;14.6328358209;
1;8;2.00GHz;122.81;0.005;18.0;13.8966942149;
