#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.00GHz;4432.72;0.116;417.6;10.0782940516;
1;2;2.00GHz;2718.04;0.093;334.8;13.0478021978;
1;3;2.00GHz;2165.34;0.088;316.8;15.2955381785;
1;4;2.00GHz;1933.97;0.082;295.2;15.7132337796;
1;5;2.00GHz;3365.06;0.117;421.2;13.1689532821;
1;6;2.00GHz;2943.99;0.102;367.2;13.23697195;
1;7;2.00GHz;2600.45;0.093;334.8;13.6256792958;
1;8;2.00GHz;2344.67;0.085;306.0;13.5913837012;
