#Val;f;;RMSD(f);;RMSD(es);;
#App;Amdahl;Gustafson;Amdahl;Gustafson;Amdahl;Gustafson;
EP;0.002;0.07;0.254;0.374;0.3;0.7
LV;0.004;0.12;0.288;0.603;0.3;0.7
BT;0.007;0.19;1.087;1.591;0.4;1.2
SP;0.03;0.52;0.558;1.861;1.2;4.4
BS;0.07;0.73;0.020;1.875;0.4;9.7
KM;0.24;0.91;0.016;0.884;0.6;15.5
PF;0.93;0.9978;0.006;0.030;5.4;7.2
