#Val;f;;RMSD(f);;RMSD(es);;
#App;Amdahl;Gustafson;Amdahl;Gustafson;Amdahl;Gustafson;
EP;0.001;0.04;0.416;0.663;0.1;0.3
LV;0.02;0.44;0.143;1.972;0.4;3.8
BT;0.02;0.36;0.982;2.194;0.9;2.7
SP;0.07;0.72;0.458;1.955;2.6;9.1
BS;0.06;0.70;0.091;1.996;0.2;8.8
KM;0.17;0.87;0.210;1.168;2.4;12.3
PF;0.85;0.9948;0.029;0.081;2.4;6.9
