#Val;f;;RMSD(f);;RMSD(es);;
#App;Amdahl;Gustafson;Amdahl;Gustafson;Amdahl;Gustafson;
EP;0.04;0.21;0.156;0.260;9.0;9.5
LV;0.09;0.37;0.343;0.571;7.2;9.1
BT;0.17;0.57;0.274;0.497;3.4;7.0
SP;0.69;0.94;0.144;0.218;5.1;7.7
BS;0.18;0.58;0.070;0.230;4.0;4.8
KM;0.36;0.78;0.108;0.162;9.6;7.2
PF;0.48;0.85;0.045;0.192;5.5;8.6
CL;0.63;0.92;0.072;0.166;13.0;16.4
FE;0.41;0.82;0.108;0.288;4.5;7.8
GH;0.70;0.94;0.022;0.099;3.4;6.8
