#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.00GHz;12226.35;0.2181;785.16;6.87645341766;
1;2;2.00GHz;6488.43;0.1225;441.0;7.43456601467;
1;3;2.00GHz;4983.37;0.1014;365.04;8.11170382166;
1;4;2.00GHz;4185.73;0.0906;326.16;8.61846846847;
