#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.00GHz;147.75;0.0025;9.0;6.48835616438;
1;2;2.00GHz;124.19;0.002;7.2;6.50975609756;
1;3;2.00GHz;114.43;0.0019;6.84;6.52920353982;
1;4;2.00GHz;110.28;0.0018;6.48;6.5247706422;
