#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.00GHz;1607.79;0.0275;99.0;6.64732254047;
1;2;2.00GHz;820.67;0.0148;53.28;7.10170940171;
1;3;2.00GHz;548.60;0.0105;37.8;7.50621572212;
1;4;2.00GHz;413.19;0.0083;29.88;7.89075425791;
