#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.00GHz;869.83;0.015;54.0;6.69321058688;
1;2;2.00GHz;442.43;0.0081;29.16;7.13764172336;
1;3;2.00GHz;306.11;0.0058;20.88;7.5537704918;
1;4;2.00GHz;235.73;0.0048;17.28;8.07435897436;
