#Cores;Measured Speedup;Predicted Speedup;Measured Energy Savings;Predicted Energy Savings;Measured Time;Predicted Time;Measured Energy;Predicted Energy
1;1.00;1.00;0.000;0.000;167.4;163.8;1098.5;802.7
2;1.84;1.80;0.371;0.218;91.0;91.0;691.4;627.9
3;2.23;2.34;0.459;0.359;75.1;70.0;594.4;514.6
4;2.77;2.80;0.551;0.437;60.5;58.5;493.4;451.9
5;3.20;3.21;0.572;0.487;52.3;51.1;469.8;412.0
6;3.61;3.56;0.601;0.521;46.3;46.0;438.0;384.5
