#Cores;Measured Speedup;Predicted Speedup;Measured Energy Savings;Predicted Energy Savings;Measured Time;Predicted Time;Measured Energy;Predicted Energy
1;1.00;1.00;0.000;0.000;305.0;176.5;2070.0;864.8
2;1.82;1.99;0.346;0.244;167.9;88.7;1353.2;654.1
3;2.64;2.81;0.493;0.409;115.5;62.7;1049.7;511.3
4;3.49;3.63;0.581;0.498;87.3;48.6;866.7;433.8
5;4.47;4.44;0.638;0.555;68.2;39.7;750.0;385.1
6;5.34;5.25;0.674;0.593;57.1;33.6;674.8;351.6
