#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.04GHz;1504.15;0.033;118.8;7.6580474934;
1;2;2.04GHz;764.95;0.0201;72.36;9.82025974026;
