#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.04GHz;176.46;0.0035;12.6;6.68514285714;
1;2;2.04GHz;99.63;0.0022;7.92;7.98163265306;
