#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.00GHz;497.13;0.012;43.2;9.11212121212;
1;2;2.00GHz;249.5;0.008;28.8;12.8971774194;
1;3;2.00GHz;182.07;0.007;25.2;14.235;
1;4;2.00GHz;146.39;0.005;18.0;14.9406896552;
