#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.00GHz;710.81;0.0167;60.12;9.26676056338;
1;2;2.00GHz;363.58;0.0117;42.12;12.5135359116;
1;3;2.00GHz;250.09;0.01;36.0;15.0329317269;
1;4;2.00GHz;197.88;0.0082;29.52;15.5632653061;
