#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.00GHz;337.82;0.0076;27.36;8.90714285714;
1;2;2.00GHz;180.53;0.0054;19.44;11.8335195531;
1;3;2.00GHz;130.25;0.0045;16.2;13.803125;
1;4;2.00GHz;108.17;0.0038;13.68;14.1429906542;
