#Cores;Measured Speedup;Predicted Speedup;Measured Energy Savings;Predicted Energy Savings;Measured Time;Predicted Time;Measured Energy;Predicted Energy
1;1.00;1.00;0.000;0.000;67.2;0.0;488.3;0.0
2;1.22;1.25;0.059;0.098;55.2;0.0;459.7;0.0
3;1.25;1.53;0.014;0.236;53.5;0.0;481.6;0.0
4;1.77;1.81;0.254;0.332;37.9;0.0;364.5;0.0
5;2.15;2.09;0.346;0.402;31.3;0.0;319.2;0.0
6;2.46;2.37;0.409;0.455;27.3;0.0;288.8;0.0
