#Cores;Measured Speedup;Predicted Speedup;Measured Energy Savings;Predicted Energy Savings;Measured Time;Predicted Time;Measured Energy;Predicted Energy
1;1.00;1.00;0.000;0.000;305.0;0.0;2070.0;0.0
2;1.82;1.97;0.346;0.241;167.9;0.0;1353.2;0.0
3;2.64;2.78;0.493;0.406;115.5;0.0;1049.7;0.0
4;3.49;3.60;0.581;0.497;87.3;0.0;866.7;0.0
5;4.47;4.41;0.638;0.554;68.2;0.0;750.0;0.0
6;5.34;5.23;0.674;0.593;57.1;0.0;674.8;0.0
