#Cores;Measured Speedup;Predicted Speedup;Measured Energy Savings;Predicted Energy Savings;Measured Time;Predicted Time;Measured Energy;Predicted Energy
1;1.00;1.00;0.000;0.000;436.3;0.0;2798.4;0.0
2;2.00;1.94;0.399;0.238;218.2;0.0;1681.4;0.0
3;2.85;2.85;0.539;0.430;152.8;0.0;1290.6;0.0
4;3.69;3.78;0.616;0.530;118.2;0.0;1074.3;0.0
5;4.71;4.71;0.673;0.590;92.6;0.0;914.1;0.0
6;5.67;5.64;0.706;0.630;77.0;0.0;821.8;0.0
