#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.04GHz;167.36;0.3;1080.0;6.56385542169;
1;2;2.04GHz;91.04;0.19;684.0;7.59438202247;
1;3;2.04GHz;75.08;0.17;612.0;7.91643835616;
1;4;2.04GHz;60.46;0.14;504.0;8.16101694915;
1;5;2.04GHz;52.3;0.13;468.0;8.98235294118;
1;6;2.04GHz;46.3;0.12;432.0;9.45909090909;
