#Cores;Measured Speedup;Predicted Speedup;Measured Energy Savings;Predicted Energy Savings;Measured Time;Predicted Time;Measured Energy;Predicted Energy
1;1.00;1.00;0.000;0.000;2111.4;2111.4;6446.3;4324.4
2;1.43;1.34;0.178;0.219;1477.2;1576.6;5297.8;3468.9
3;1.51;1.51;0.199;0.292;1399.8;1398.4;5166.7;3183.7
4;1.57;1.61;0.223;0.328;1342.8;1309.2;5008.7;3041.1
