#Procs;Cores;Freq;Time[s];Energy[Wh];Energy[J];AvgPower[W];
1;1;2.00GHz;347.64;0.009;32.4;10.2702312139;
1;2;2.00GHz;211.51;0.008;28.8;13.8457142857;
1;3;2.00GHz;159.58;0.005;18.0;14.3727848101;
1;4;2.00GHz;131.99;0.005;18.0;15.01;
1;5;2.00GHz;145.65;0.006;21.6;15.0680555556;
1;6;2.00GHz;136.94;0.005;18.0;15.2088235294;
1;7;2.00GHz;132.13;0.005;18.0;15.26;
1;8;2.00GHz;125.27;0.004;14.4;15.3983739837;
